district,sub_district,age,male,female,total
เมืองลำปาง,บ้านเสด็จ,74,34,62,96
เมืองลำปาง,บ้านเสด็จ,75,33,42,75
เมืองลำปาง,บ้านเสด็จ,76,33,42,75
เมืองลำปาง,บ้านเสด็จ,77,25,34,59
เมืองลำปาง,บ้านเสด็จ,78,21,33,54
เมืองลำปาง,บ้านเสด็จ,79,15,18,33
เมืองลำปาง,บ้านเสด็จ,80,15,17,32
เมืองลำปาง,บ้านเสด็จ,81,11,22,33
เมืองลำปาง,บ้านเสด็จ,82,8,22,30
เมืองลำปาง,บ้านเสด็จ,83,8,19,27
เมืองลำปาง,บ้านเสด็จ,84,13,20,33
เมืองลำปาง,บ้านเสด็จ,85,17,19,36
เมืองลำปาง,บ้านเสด็จ,86,7,13,20
เมืองลำปาง,บ้านเสด็จ,87,12,9,21
เมืองลำปาง,บ้านเสด็จ,88,10,11,21
เมืองลำปาง,บ้านเสด็จ,89,6,6,12
เมืองลำปาง,บ้านเสด็จ,90,9,5,14
เมืองลำปาง,บ้านเสด็จ,91,9,8,17
เมืองลำปาง,บ้านเสด็จ,92,6,9,15
เมืองลำปาง,บ้านเสด็จ,93,2,6,8
เมืองลำปาง,บ้านเสด็จ,94,2,3,5
เมืองลำปาง,บ้านเสด็จ,95,4,5,9
เมืองลำปาง,บ้านเสด็จ,96,1,2,3
เมืองลำปาง,บ้านเสด็จ,97,0,2,2
เมืองลำปาง,บ้านเสด็จ,98,3,2,5
เมืองลำปาง,บ้านเสด็จ,99,0,1,1
เมืองลำปาง,บ้านเสด็จ,100,0,0,0
เมืองลำปาง,บ้านเสด็จ,100,1,0,1
เมืองลำปาง,บ้านเอื้อม,0,15,10,25
เมืองลำปาง,บ้านเอื้อม,1,17,24,41
เมืองลำปาง,บ้านเอื้อม,2,23,22,45
เมืองลำปาง,บ้านเอื้อม,3,30,21,51
เมืองลำปาง,บ้านเอื้อม,4,23,26,49
เมืองลำปาง,บ้านเอื้อม,5,33,20,53
เมืองลำปาง,บ้านเอื้อม,6,30,30,60
เมืองลำปาง,บ้านเอื้อม,7,28,31,59
เมืองลำปาง,บ้านเอื้อม,8,34,31,65
เมืองลำปาง,บ้านเอื้อม,9,25,39,64
เมืองลำปาง,บ้านเอื้อม,10,38,26,64
เมืองลำปาง,บ้านเอื้อม,11,30,27,57
เมืองลำปาง,บ้านเอื้อม,12,30,33,63
เมืองลำปาง,บ้านเอื้อม,13,37,29,66
เมืองลำปาง,บ้านเอื้อม,14,41,34,75
เมืองลำปาง,บ้านเอื้อม,15,35,33,68
เมืองลำปาง,บ้านเอื้อม,16,43,41,84
เมืองลำปาง,บ้านเอื้อม,17,44,48,92
เมืองลำปาง,บ้านเอื้อม,18,30,36,66
เมืองลำปาง,บ้านเอื้อม,19,46,43,89
เมืองลำปาง,บ้านเอื้อม,20,38,49,87
เมืองลำปาง,บ้านเอื้อม,21,35,38,73
เมืองลำปาง,บ้านเอื้อม,22,37,33,70
เมืองลำปาง,บ้านเอื้อม,23,52,34,86
เมืองลำปาง,บ้านเอื้อม,24,47,47,94
เมืองลำปาง,บ้านเอื้อม,25,41,40,81
เมืองลำปาง,บ้านเอื้อม,26,42,46,88
เมืองลำปาง,บ้านเอื้อม,27,58,47,105
เมืองลำปาง,บ้านเอื้อม,28,79,68,147
เมืองลำปาง,บ้านเอื้อม,29,69,75,144
เมืองลำปาง,บ้านเอื้อม,30,55,55,110
เมืองลำปาง,บ้านเอื้อม,31,83,63,146
เมืองลำปาง,บ้านเอื้อม,32,65,64,129
เมืองลำปาง,บ้านเอื้อม,33,65,72,137
เมืองลำปาง,บ้านเอื้อม,34,61,59,120
เมืองลำปาง,บ้านเอื้อม,35,69,59,128
เมืองลำปาง,บ้านเอื้อม,36,79,49,128
เมืองลำปาง,บ้านเอื้อม,37,62,52,114
เมืองลำปาง,บ้านเอื้อม,38,68,70,138
เมืองลำปาง,บ้านเอื้อม,39,61,56,117
เมืองลำปาง,บ้านเอื้อม,40,50,67,117
เมืองลำปาง,บ้านเอื้อม,41,54,39,93
เมืองลำปาง,บ้านเอื้อม,42,54,53,107
เมืองลำปาง,บ้านเอื้อม,43,75,57,132
เมืองลำปาง,บ้านเอื้อม,44,66,57,123
เมืองลำปาง,บ้านเอื้อม,45,62,50,112
เมืองลำปาง,บ้านเอื้อม,46,63,68,131
เมืองลำปาง,บ้านเอื้อม,47,62,64,126
เมืองลำปาง,บ้านเอื้อม,48,72,63,135
เมืองลำปาง,บ้านเอื้อม,49,56,65,121
เมืองลำปาง,บ้านเอื้อม,50,65,65,130
เมืองลำปาง,บ้านเอื้อม,51,58,64,122
เมืองลำปาง,บ้านเอื้อม,52,75,73,148
เมืองลำปาง,บ้านเอื้อม,53,102,92,194
เมืองลำปาง,บ้านเอื้อม,54,101,88,189
เมืองลำปาง,บ้านเอื้อม,55,100,85,185
เมืองลำปาง,บ้านเอื้อม,56,73,96,169
เมืองลำปาง,บ้านเอื้อม,57,71,88,159
เมืองลำปาง,บ้านเอื้อม,58,86,102,188
เมืองลำปาง,บ้านเอื้อม,59,94,107,201
เมืองลำปาง,บ้านเอื้อม,60,85,114,199
เมืองลำปาง,บ้านเอื้อม,61,113,128,241
เมืองลำปาง,บ้านเอื้อม,62,91,94,185
เมืองลำปาง,บ้านเอื้อม,63,86,96,182
เมืองลำปาง,บ้านเอื้อม,64,97,96,193
เมืองลำปาง,บ้านเอื้อม,65,91,97,188
เมืองลำปาง,บ้านเอื้อม,66,83,112,195
เมืองลำปาง,บ้านเอื้อม,67,72,70,142
เมืองลำปาง,บ้านเอื้อม,68,89,84,173
เมืองลำปาง,บ้านเอื้อม,69,65,94,159
เมืองลำปาง,บ้านเอื้อม,70,60,86,146
เมืองลำปาง,บ้านเอื้อม,71,57,63,120
เมืองลำปาง,บ้านเอื้อม,72,38,48,86
เมืองลำปาง,บ้านเอื้อม,73,38,45,83
เมืองลำปาง,บ้านเอื้อม,74,40,51,91
เมืองลำปาง,บ้านเอื้อม,75,50,55,105
เมืองลำปาง,บ้านเอื้อม,76,27,45,72
เมืองลำปาง,บ้านเอื้อม,77,34,28,62
เมืองลำปาง,บ้านเอื้อม,78,26,40,66
เมืองลำปาง,บ้านเอื้อม,79,24,31,55
เมืองลำปาง,บ้านเอื้อม,80,11,19,30
เมืองลำปาง,บ้านเอื้อม,81,13,13,26
เมืองลำปาง,บ้านเอื้อม,82,13,16,29
เมืองลำปาง,บ้านเอื้อม,83,10,8,18
เมืองลำปาง,บ้านเอื้อม,84,11,15,26
เมืองลำปาง,บ้านเอื้อม,85,11,9,20
เมืองลำปาง,บ้านเอื้อม,86,9,6,15
เมืองลำปาง,บ้านเอื้อม,87,9,14,23
เมืองลำปาง,บ้านเอื้อม,88,6,11,17
เมืองลำปาง,บ้านเอื้อม,89,5,12,17
เมืองลำปาง,บ้านเอื้อม,90,3,9,12
เมืองลำปาง,บ้านเอื้อม,91,3,5,8
เมืองลำปาง,บ้านเอื้อม,92,3,7,10
เมืองลำปาง,บ้านเอื้อม,93,2,5,7
เมืองลำปาง,บ้านเอื้อม,94,1,2,3
เมืองลำปาง,บ้านเอื้อม,95,0,5,5
เมืองลำปาง,บ้านเอื้อม,96,0,2,2
เมืองลำปาง,บ้านเอื้อม,97,0,1,1
เมืองลำปาง,บ้านเอื้อม,98,1,3,4
เมืองลำปาง,บ้านเอื้อม,99,0,1,1
เมืองลำปาง,บ้านเอื้อม,100,0,0,0
เมืองลำปาง,บ้านเอื้อม,100,0,1,1
เมืองลำปาง,บ้านแลง,0,7,10,17
เมืองลำปาง,บ้านแลง,1,22,21,43
เมืองลำปาง,บ้านแลง,2,16,20,36
เมืองลำปาง,บ้านแลง,3,15,17,32
เมืองลำปาง,บ้านแลง,4,21,14,35
เมืองลำปาง,บ้านแลง,5,20,25,45
เมืองลำปาง,บ้านแลง,6,13,27,40
เมืองลำปาง,บ้านแลง,7,32,19,51
เมืองลำปาง,บ้านแลง,8,26,31,57
เมืองลำปาง,บ้านแลง,9,23,22,45
เมืองลำปาง,บ้านแลง,10,27,18,45
เมืองลำปาง,บ้านแลง,11,32,30,62
เมืองลำปาง,บ้านแลง,12,25,26,51
เมืองลำปาง,บ้านแลง,13,27,22,49
เมืองลำปาง,บ้านแลง,14,23,26,49
เมืองลำปาง,บ้านแลง,15,33,24,57
เมืองลำปาง,บ้านแลง,16,29,24,53
เมืองลำปาง,บ้านแลง,17,26,35,61
เมืองลำปาง,บ้านแลง,18,30,33,63
เมืองลำปาง,บ้านแลง,19,33,41,74
เมืองลำปาง,บ้านแลง,20,32,33,65
เมืองลำปาง,บ้านแลง,21,30,31,61
เมืองลำปาง,บ้านแลง,22,35,31,66
เมืองลำปาง,บ้านแลง,23,23,35,58
เมืองลำปาง,บ้านแลง,24,29,26,55
เมืองลำปาง,บ้านแลง,25,31,32,63
เมืองลำปาง,บ้านแลง,26,37,25,62
เมืองลำปาง,บ้านแลง,27,39,39,78
เมืองลำปาง,บ้านแลง,28,42,36,78
เมืองลำปาง,บ้านแลง,29,55,42,97
เมืองลำปาง,บ้านแลง,30,43,38,81
เมืองลำปาง,บ้านแลง,31,50,35,85
เมืองลำปาง,บ้านแลง,32,36,45,81
เมืองลำปาง,บ้านแลง,33,52,43,95
เมืองลำปาง,บ้านแลง,34,39,55,94
เมืองลำปาง,บ้านแลง,35,64,44,108
เมืองลำปาง,บ้านแลง,36,55,33,88
เมืองลำปาง,บ้านแลง,37,48,35,83
เมืองลำปาง,บ้านแลง,38,37,32,69
เมืองลำปาง,บ้านแลง,39,38,40,78
เมืองลำปาง,บ้านแลง,40,48,42,90
เมืองลำปาง,บ้านแลง,41,52,41,93
เมืองลำปาง,บ้านแลง,42,45,49,94
เมืองลำปาง,บ้านแลง,43,51,37,88
เมืองลำปาง,บ้านแลง,44,45,58,103
เมืองลำปาง,บ้านแลง,45,40,38,78
เมืองลำปาง,บ้านแลง,46,50,46,96
เมืองลำปาง,บ้านแลง,47,43,36,79
เมืองลำปาง,บ้านแลง,48,42,62,104
เมืองลำปาง,บ้านแลง,49,51,44,95
เมืองลำปาง,บ้านแลง,50,44,47,91
เมืองลำปาง,บ้านแลง,51,40,64,104
เมืองลำปาง,บ้านแลง,52,50,45,95
เมืองลำปาง,บ้านแลง,53,42,54,96
เมืองลำปาง,บ้านแลง,54,57,58,115
เมืองลำปาง,บ้านแลง,55,52,57,109
เมืองลำปาง,บ้านแลง,56,55,55,110
เมืองลำปาง,บ้านแลง,57,49,64,113
เมืองลำปาง,บ้านแลง,58,47,68,115
เมืองลำปาง,บ้านแลง,59,54,61,115
เมืองลำปาง,บ้านแลง,60,55,57,112
เมืองลำปาง,บ้านแลง,61,57,62,119
เมืองลำปาง,บ้านแลง,62,60,44,104
เมืองลำปาง,บ้านแลง,63,55,84,139
เมืองลำปาง,บ้านแลง,64,39,49,88
เมืองลำปาง,บ้านแลง,65,47,49,96
เมืองลำปาง,บ้านแลง,66,45,42,87
เมืองลำปาง,บ้านแลง,67,49,51,100
เมืองลำปาง,บ้านแลง,68,38,40,78
เมืองลำปาง,บ้านแลง,69,40,45,85
เมืองลำปาง,บ้านแลง,70,41,42,83
เมืองลำปาง,บ้านแลง,71,28,34,62
เมืองลำปาง,บ้านแลง,72,24,32,56
เมืองลำปาง,บ้านแลง,73,24,37,61
เมืองลำปาง,บ้านแลง,74,26,32,58
เมืองลำปาง,บ้านแลง,75,30,28,58
เมืองลำปาง,บ้านแลง,76,16,29,45
เมืองลำปาง,บ้านแลง,77,23,14,37
เมืองลำปาง,บ้านแลง,78,16,8,24
เมืองลำปาง,บ้านแลง,79,11,12,23
เมืองลำปาง,บ้านแลง,80,10,6,16
เมืองลำปาง,บ้านแลง,81,8,9,17
เมืองลำปาง,บ้านแลง,82,10,5,15
เมืองลำปาง,บ้านแลง,83,6,6,12
เมืองลำปาง,บ้านแลง,84,4,9,13
เมืองลำปาง,บ้านแลง,85,3,7,10
เมืองลำปาง,บ้านแลง,86,3,8,11
เมืองลำปาง,บ้านแลง,87,4,8,12
เมืองลำปาง,บ้านแลง,88,3,7,10
เมืองลำปาง,บ้านแลง,89,1,5,6
เมืองลำปาง,บ้านแลง,90,4,3,7
เมืองลำปาง,บ้านแลง,91,1,1,2
เมืองลำปาง,บ้านแลง,92,3,0,3
เมืองลำปาง,บ้านแลง,93,1,3,4
เมืองลำปาง,บ้านแลง,94,3,2,5
เมืองลำปาง,บ้านแลง,95,0,1,1
เมืองลำปาง,บ้านแลง,96,0,0,0
เมืองลำปาง,บ้านแลง,97,0,0,0
เมืองลำปาง,บ้านแลง,98,0,0,0
เมืองลำปาง,บ้านแลง,99,0,1,1
เมืองลำปาง,บ้านแลง,100,0,0,0
เมืองลำปาง,บ้านแลง,100,0,0,0
เมืองลำปาง,พิชัย,0,22,17,39
เมืองลำปาง,พิชัย,1,16,17,33
เมืองลำปาง,พิชัย,2,23,18,41
เมืองลำปาง,พิชัย,3,21,25,46
เมืองลำปาง,พิชัย,4,28,20,48
เมืองลำปาง,พิชัย,5,26,25,51
เมืองลำปาง,พิชัย,6,28,31,59
เมืองลำปาง,พิชัย,7,20,24,44
เมืองลำปาง,พิชัย,8,44,26,70
เมืองลำปาง,พิชัย,9,33,34,67
เมืองลำปาง,พิชัย,10,29,39,68
เมืองลำปาง,พิชัย,11,31,36,67
เมืองลำปาง,พิชัย,12,36,35,71
เมืองลำปาง,พิชัย,13,43,31,74
เมืองลำปาง,พิชัย,14,32,23,55
เมืองลำปาง,พิชัย,15,31,34,65
เมืองลำปาง,พิชัย,16,24,30,54
เมืองลำปาง,พิชัย,17,23,28,51
เมืองลำปาง,พิชัย,18,52,29,81
เมืองลำปาง,พิชัย,19,66,27,93
เมืองลำปาง,พิชัย,20,75,41,116
เมืองลำปาง,พิชัย,21,300,31,331
เมืองลำปาง,พิชัย,22,195,27,222
เมืองลำปาง,พิชัย,23,103,24,127
เมืองลำปาง,พิชัย,24,77,27,104
เมืองลำปาง,พิชัย,25,50,23,73
เมืองลำปาง,พิชัย,26,50,29,79
เมืองลำปาง,พิชัย,27,44,38,82
เมืองลำปาง,พิชัย,28,53,53,106
เมืองลำปาง,พิชัย,29,64,48,112
เมืองลำปาง,พิชัย,30,53,57,110
เมืองลำปาง,พิชัย,31,64,67,131
เมืองลำปาง,พิชัย,32,49,41,90
เมืองลำปาง,พิชัย,33,57,47,104
เมืองลำปาง,พิชัย,34,50,64,114
เมืองลำปาง,พิชัย,35,53,46,99
เมืองลำปาง,พิชัย,36,69,68,137
เมืองลำปาง,พิชัย,37,62,44,106
เมืองลำปาง,พิชัย,38,46,61,107
เมืองลำปาง,พิชัย,39,53,53,106
เมืองลำปาง,พิชัย,40,62,31,93
เมืองลำปาง,พิชัย,41,51,54,105
เมืองลำปาง,พิชัย,42,51,40,91
เมืองลำปาง,พิชัย,43,37,49,86
เมืองลำปาง,พิชัย,44,28,48,76
เมืองลำปาง,พิชัย,45,45,46,91
เมืองลำปาง,พิชัย,46,38,38,76
เมืองลำปาง,พิชัย,47,34,44,78
เมืองลำปาง,พิชัย,48,44,54,98
เมืองลำปาง,พิชัย,49,42,36,78
เมืองลำปาง,พิชัย,50,42,47,89
เมืองลำปาง,พิชัย,51,37,51,88
เมืองลำปาง,พิชัย,52,43,42,85
เมืองลำปาง,พิชัย,53,41,36,77
เมืองลำปาง,พิชัย,54,49,53,102
เมืองลำปาง,พิชัย,55,43,52,95
เมืองลำปาง,พิชัย,56,49,59,108
เมืองลำปาง,พิชัย,57,47,62,109
เมืองลำปาง,พิชัย,58,52,57,109
เมืองลำปาง,พิชัย,59,63,69,132
เมืองลำปาง,พิชัย,60,47,72,119
เมืองลำปาง,พิชัย,61,68,65,133
เมืองลำปาง,พิชัย,62,55,67,122
เมืองลำปาง,พิชัย,63,31,65,96
เมืองลำปาง,พิชัย,64,58,77,135
เมืองลำปาง,พิชัย,65,50,74,124
เมืองลำปาง,พิชัย,66,66,44,110
เมืองลำปาง,พิชัย,67,47,52,99
เมืองลำปาง,พิชัย,68,35,53,88
เมืองลำปาง,พิชัย,69,45,41,86
เมืองลำปาง,พิชัย,70,35,44,79
เมืองลำปาง,พิชัย,71,31,52,83
เมืองลำปาง,พิชัย,72,33,32,65
เมืองลำปาง,พิชัย,73,27,37,64
เมืองลำปาง,พิชัย,74,22,27,49
เมืองลำปาง,พิชัย,75,24,22,46
เมืองลำปาง,พิชัย,76,19,32,51
เมืองลำปาง,พิชัย,77,24,9,33
เมืองลำปาง,พิชัย,78,15,16,31
เมืองลำปาง,พิชัย,79,11,6,17
เมืองลำปาง,พิชัย,80,5,15,20
เมืองลำปาง,พิชัย,81,11,10,21
เมืองลำปาง,พิชัย,82,5,12,17
เมืองลำปาง,พิชัย,83,11,13,24
เมืองลำปาง,พิชัย,84,8,10,18
เมืองลำปาง,พิชัย,85,7,4,11
เมืองลำปาง,พิชัย,86,6,8,14
เมืองลำปาง,พิชัย,87,6,9,15
เมืองลำปาง,พิชัย,88,8,6,14
เมืองลำปาง,พิชัย,89,1,9,10
เมืองลำปาง,พิชัย,90,3,2,5
เมืองลำปาง,พิชัย,91,2,4,6
เมืองลำปาง,พิชัย,92,4,2,6
เมืองลำปาง,พิชัย,93,3,3,6
เมืองลำปาง,พิชัย,94,2,3,5
เมืองลำปาง,พิชัย,95,1,2,3
เมืองลำปาง,พิชัย,96,0,0,0
เมืองลำปาง,พิชัย,97,1,0,1
เมืองลำปาง,พิชัย,98,0,3,3
เมืองลำปาง,พิชัย,99,0,0,0
เมืองลำปาง,พิชัย,100,0,1,1
เมืองลำปาง,พิชัย,100,0,1,1
แจ้ห่ม,ทุ่งผึ้ง,0,11,4,15
แจ้ห่ม,ทุ่งผึ้ง,1,12,14,26
แจ้ห่ม,ทุ่งผึ้ง,2,16,14,30
แจ้ห่ม,ทุ่งผึ้ง,3,18,15,33
แจ้ห่ม,ทุ่งผึ้ง,4,20,14,34
แจ้ห่ม,ทุ่งผึ้ง,5,25,14,39
แจ้ห่ม,ทุ่งผึ้ง,6,22,17,39
แจ้ห่ม,ทุ่งผึ้ง,7,11,17,28
แจ้ห่ม,ทุ่งผึ้ง,8,16,21,37
แจ้ห่ม,ทุ่งผึ้ง,9,15,13,28
แจ้ห่ม,ทุ่งผึ้ง,10,21,13,34
แจ้ห่ม,ทุ่งผึ้ง,11,18,17,35
แจ้ห่ม,ทุ่งผึ้ง,12,22,21,43
แจ้ห่ม,ทุ่งผึ้ง,13,21,13,34
แจ้ห่ม,ทุ่งผึ้ง,14,15,24,39
แจ้ห่ม,ทุ่งผึ้ง,15,11,19,30
แจ้ห่ม,ทุ่งผึ้ง,16,21,19,40
แจ้ห่ม,ทุ่งผึ้ง,17,22,20,42
แจ้ห่ม,ทุ่งผึ้ง,18,14,19,33
แจ้ห่ม,ทุ่งผึ้ง,19,17,23,40
แจ้ห่ม,ทุ่งผึ้ง,20,17,24,41
แจ้ห่ม,ทุ่งผึ้ง,21,16,19,35
แจ้ห่ม,ทุ่งผึ้ง,22,27,25,52
แจ้ห่ม,ทุ่งผึ้ง,23,24,20,44
แจ้ห่ม,ทุ่งผึ้ง,24,15,22,37
แจ้ห่ม,ทุ่งผึ้ง,25,22,22,44
แจ้ห่ม,ทุ่งผึ้ง,26,19,15,34
แจ้ห่ม,ทุ่งผึ้ง,27,26,14,40
แจ้ห่ม,ทุ่งผึ้ง,28,40,25,65
แจ้ห่ม,ทุ่งผึ้ง,29,19,33,52
แจ้ห่ม,ทุ่งผึ้ง,30,40,37,77
แจ้ห่ม,ทุ่งผึ้ง,31,31,26,57
แจ้ห่ม,ทุ่งผึ้ง,32,31,34,65
แจ้ห่ม,ทุ่งผึ้ง,33,28,33,61
แจ้ห่ม,ทุ่งผึ้ง,34,32,25,57
แจ้ห่ม,ทุ่งผึ้ง,35,26,31,57
แจ้ห่ม,ทุ่งผึ้ง,36,19,17,36
แจ้ห่ม,ทุ่งผึ้ง,37,28,33,61
แจ้ห่ม,ทุ่งผึ้ง,38,26,19,45
แจ้ห่ม,ทุ่งผึ้ง,39,26,32,58
แจ้ห่ม,ทุ่งผึ้ง,40,26,25,51
แจ้ห่ม,ทุ่งผึ้ง,41,24,33,57
แจ้ห่ม,ทุ่งผึ้ง,42,19,19,38
แจ้ห่ม,ทุ่งผึ้ง,43,29,18,47
แจ้ห่ม,ทุ่งผึ้ง,44,25,26,51
แจ้ห่ม,ทุ่งผึ้ง,45,19,27,46
แจ้ห่ม,ทุ่งผึ้ง,46,21,27,48
แจ้ห่ม,ทุ่งผึ้ง,47,19,36,55
แจ้ห่ม,ทุ่งผึ้ง,48,19,30,49
แจ้ห่ม,ทุ่งผึ้ง,49,29,34,63
แจ้ห่ม,ทุ่งผึ้ง,50,37,26,63
แจ้ห่ม,ทุ่งผึ้ง,51,30,39,69
แจ้ห่ม,ทุ่งผึ้ง,52,34,36,70
แจ้ห่ม,ทุ่งผึ้ง,53,35,33,68
แจ้ห่ม,ทุ่งผึ้ง,54,29,37,66
แจ้ห่ม,ทุ่งผึ้ง,55,39,30,69
แจ้ห่ม,ทุ่งผึ้ง,56,32,36,68
แจ้ห่ม,ทุ่งผึ้ง,57,27,43,70
แจ้ห่ม,ทุ่งผึ้ง,58,37,31,68
แจ้ห่ม,ทุ่งผึ้ง,59,41,32,73
แจ้ห่ม,ทุ่งผึ้ง,60,32,25,57
แจ้ห่ม,ทุ่งผึ้ง,61,24,39,63
แจ้ห่ม,ทุ่งผึ้ง,62,35,33,68
แจ้ห่ม,ทุ่งผึ้ง,63,36,29,65
แจ้ห่ม,ทุ่งผึ้ง,64,32,30,62
แจ้ห่ม,ทุ่งผึ้ง,65,27,35,62
แจ้ห่ม,ทุ่งผึ้ง,66,34,25,59
แจ้ห่ม,ทุ่งผึ้ง,67,24,24,48
แจ้ห่ม,ทุ่งผึ้ง,68,30,18,48
แจ้ห่ม,ทุ่งผึ้ง,69,26,34,60
แจ้ห่ม,ทุ่งผึ้ง,70,23,24,47
แจ้ห่ม,ทุ่งผึ้ง,71,19,26,45
แจ้ห่ม,ทุ่งผึ้ง,72,12,20,32
แจ้ห่ม,ทุ่งผึ้ง,73,19,22,41
แจ้ห่ม,ทุ่งผึ้ง,74,11,24,35
แจ้ห่ม,ทุ่งผึ้ง,75,18,19,37
แจ้ห่ม,ทุ่งผึ้ง,76,5,9,14
แจ้ห่ม,ทุ่งผึ้ง,77,10,6,16
แจ้ห่ม,ทุ่งผึ้ง,78,7,8,15
แจ้ห่ม,ทุ่งผึ้ง,79,9,10,19
แจ้ห่ม,ทุ่งผึ้ง,80,3,9,12
แจ้ห่ม,ทุ่งผึ้ง,81,8,4,12
แจ้ห่ม,ทุ่งผึ้ง,82,6,3,9
แจ้ห่ม,ทุ่งผึ้ง,83,4,7,11
แจ้ห่ม,ทุ่งผึ้ง,84,3,9,12
แจ้ห่ม,ทุ่งผึ้ง,85,5,6,11
แจ้ห่ม,ทุ่งผึ้ง,86,7,9,16
แจ้ห่ม,ทุ่งผึ้ง,87,1,4,5
แจ้ห่ม,ทุ่งผึ้ง,88,2,1,3
แจ้ห่ม,ทุ่งผึ้ง,89,0,3,3
แจ้ห่ม,ทุ่งผึ้ง,90,3,1,4
แจ้ห่ม,ทุ่งผึ้ง,91,2,4,6
แจ้ห่ม,ทุ่งผึ้ง,92,1,2,3
แจ้ห่ม,ทุ่งผึ้ง,93,0,3,3
แจ้ห่ม,ทุ่งผึ้ง,94,0,2,2
แจ้ห่ม,ทุ่งผึ้ง,95,0,0,0
แจ้ห่ม,ทุ่งผึ้ง,96,1,0,1
แจ้ห่ม,ทุ่งผึ้ง,97,1,0,1
แจ้ห่ม,ทุ่งผึ้ง,98,1,0,1
แจ้ห่ม,ทุ่งผึ้ง,99,0,0,0
แจ้ห่ม,ทุ่งผึ้ง,100,0,0,0
แจ้ห่ม,ทุ่งผึ้ง,100,0,0,0
แจ้ห่ม,บ้านสา,0,9,10,19
แจ้ห่ม,บ้านสา,1,12,12,24
แจ้ห่ม,บ้านสา,2,11,9,20
แจ้ห่ม,บ้านสา,3,12,16,28
แจ้ห่ม,บ้านสา,4,9,15,24
แจ้ห่ม,บ้านสา,5,16,14,30
แจ้ห่ม,บ้านสา,6,19,18,37
แจ้ห่ม,บ้านสา,7,19,19,38
แจ้ห่ม,บ้านสา,8,18,15,33
แจ้ห่ม,บ้านสา,9,21,11,32
แจ้ห่ม,บ้านสา,10,15,24,39
แจ้ห่ม,บ้านสา,11,25,9,34
แจ้ห่ม,บ้านสา,12,17,19,36
แจ้ห่ม,บ้านสา,13,17,21,38
แจ้ห่ม,บ้านสา,14,22,17,39
แจ้ห่ม,บ้านสา,15,18,18,36
แจ้ห่ม,บ้านสา,16,17,12,29
แจ้ห่ม,บ้านสา,17,21,19,40
แจ้ห่ม,บ้านสา,18,13,24,37
แจ้ห่ม,บ้านสา,19,18,17,35
แจ้ห่ม,บ้านสา,20,22,17,39
แจ้ห่ม,บ้านสา,21,11,26,37
แจ้ห่ม,บ้านสา,22,18,16,34
แจ้ห่ม,บ้านสา,23,17,15,32
แจ้ห่ม,บ้านสา,24,19,28,47
แจ้ห่ม,บ้านสา,25,20,19,39
แจ้ห่ม,บ้านสา,26,18,20,38
แจ้ห่ม,บ้านสา,27,31,26,57
แจ้ห่ม,บ้านสา,28,37,34,71
แจ้ห่ม,บ้านสา,29,37,35,72
แจ้ห่ม,บ้านสา,30,32,29,61
แจ้ห่ม,บ้านสา,31,27,33,60
แจ้ห่ม,บ้านสา,32,39,27,66
แจ้ห่ม,บ้านสา,33,40,38,78
แจ้ห่ม,บ้านสา,34,35,28,63
แจ้ห่ม,บ้านสา,35,36,19,55
แจ้ห่ม,บ้านสา,36,31,40,71
แจ้ห่ม,บ้านสา,37,32,28,60
แจ้ห่ม,บ้านสา,38,26,30,56
แจ้ห่ม,บ้านสา,39,25,25,50
แจ้ห่ม,บ้านสา,40,35,27,62
แจ้ห่ม,บ้านสา,41,21,20,41
แจ้ห่ม,บ้านสา,42,34,24,58
แจ้ห่ม,บ้านสา,43,24,34,58
แจ้ห่ม,บ้านสา,44,27,21,48
แจ้ห่ม,บ้านสา,45,25,26,51
แจ้ห่ม,บ้านสา,46,32,26,58
แจ้ห่ม,บ้านสา,47,30,38,68
แจ้ห่ม,บ้านสา,48,36,23,59
แจ้ห่ม,บ้านสา,49,27,33,60
แจ้ห่ม,บ้านสา,50,36,32,68
แจ้ห่ม,บ้านสา,51,39,26,65
แจ้ห่ม,บ้านสา,52,28,30,58
แจ้ห่ม,บ้านสา,53,31,55,86
แจ้ห่ม,บ้านสา,54,38,34,72
แจ้ห่ม,บ้านสา,55,31,48,79
แจ้ห่ม,บ้านสา,56,42,50,92
แจ้ห่ม,บ้านสา,57,34,51,85
แจ้ห่ม,บ้านสา,58,57,45,102
แจ้ห่ม,บ้านสา,59,41,53,94
แจ้ห่ม,บ้านสา,60,43,42,85
แจ้ห่ม,บ้านสา,61,44,47,91
แจ้ห่ม,บ้านสา,62,46,60,106
แจ้ห่ม,บ้านสา,63,49,62,111
แจ้ห่ม,บ้านสา,64,47,48,95
แจ้ห่ม,บ้านสา,65,42,54,96
แจ้ห่ม,บ้านสา,66,43,44,87
แจ้ห่ม,บ้านสา,67,49,43,92
แจ้ห่ม,บ้านสา,68,43,43,86
แจ้ห่ม,บ้านสา,69,54,51,105
แจ้ห่ม,บ้านสา,70,34,40,74
แจ้ห่ม,บ้านสา,71,43,42,85
แจ้ห่ม,บ้านสา,72,26,37,63
แจ้ห่ม,บ้านสา,73,31,33,64
แจ้ห่ม,บ้านสา,74,22,34,56
แจ้ห่ม,บ้านสา,75,24,19,43
แจ้ห่ม,บ้านสา,76,19,17,36
แจ้ห่ม,บ้านสา,77,16,22,38
