province,district,sub-district,unit_number,village,place,latitude,longitude,full_address
ลำปาง,วังเหนือ,ร่องเคาะ,6,6,อาคารอเนกประสงค์บ้านแม่สงเหนือ หมู่ที่ 6,19.13626354948983,99.63065569614878,"อาคารอเนกประสงค์บ้านแม่สงเหนือ หมู่ที่ 6, หมู่ที่ 6, ร่องเคาะ, วังเหนือ, ลำปาง"
ลำปาง,วังเหนือ,ร่องเคาะ,7,7,ศาลาการเปรียญวัดสบลืน หมู่ที่ 7,18.96706072,99.61726541,"ศาลาการเปรียญวัดสบลืน หมู่ที่ 7, หมู่ที่ 7, ร่องเคาะ, วังเหนือ, ลำปาง"
ลำปาง,วังเหนือ,ร่องเคาะ,8,8,อาคารอเนกประสงค์บ้านดอนแก้ว หมู่ที่ 8,18.978667188469256,99.61084303270192,"อาคารอเนกประสงค์บ้านดอนแก้ว หมู่ที่ 8, หมู่ที่ 8, ร่องเคาะ, วังเหนือ, ลำปาง"
ลำปาง,วังเหนือ,ร่องเคาะ,9,9,อาคารอเนกประสงค์บ้านร่องเคาะ หมู่ที่ 9,18.980308636100997,99.61339844842675,"อาคารอเนกประสงค์บ้านร่องเคาะ หมู่ที่ 9, หมู่ที่ 9, ร่องเคาะ, วังเหนือ, ลำปาง"
ลำปาง,วังเหนือ,ร่องเคาะ,10,10,ศาลาการเปรียญวัดแม่สงใต้ หมู่ที่ 10,18.96484199,99.59285672,"ศาลาการเปรียญวัดแม่สงใต้ หมู่ที่ 10, หมู่ที่ 10, ร่องเคาะ, วังเหนือ, ลำปาง"
ลำปาง,วังเหนือ,ร่องเคาะ,11,11,อาคารอเนกประสงค์บ้านแสนตอ หมู่ที่ 11,18.98332996642414,99.61370838863537,"อาคารอเนกประสงค์บ้านแสนตอ หมู่ที่ 11, หมู่ที่ 11, ร่องเคาะ, วังเหนือ, ลำปาง"
ลำปาง,วังเหนือ,ร่องเคาะ,12,12,หอประชุมประจำหมู่บ้านบ้านวังใหม่ หมู่ที่ 12,18.93612278,99.61425814,"หอประชุมประจำหมู่บ้านบ้านวังใหม่ หมู่ที่ 12, หมู่ที่ 12, ร่องเคาะ, วังเหนือ, ลำปาง"
ลำปาง,วังเหนือ,ร่องเคาะ,13,12,หอประชุมหมู่บ้าน (หลังใหม่) บ้านวังใหม่ หมู่ที่ 12,18.98704874,99.61636765,"หอประชุมหมู่บ้าน (หลังใหม่) บ้านวังใหม่ หมู่ที่ 12, หมู่ที่ 12, ร่องเคาะ, วังเหนือ, ลำปาง"
ลำปาง,วังเหนือ,ร่องเคาะ,14,13,อาคารกองทุนหมู่บ้านบ้านทุ่งตุ้น หมู่ที่ 13,19.04832902,99.61170046,"อาคารกองทุนหมู่บ้านบ้านทุ่งตุ้น หมู่ที่ 13, หมู่ที่ 13, ร่องเคาะ, วังเหนือ, ลำปาง"
ลำปาง,วังเหนือ,ร่องเคาะ,15,14,อาคารอเนกประสงค์บ้านห้วยน้ำ หมู่ที่ 14,18.98545605608145,99.61153946202907,"อาคารอเนกประสงค์บ้านห้วยน้ำ หมู่ที่ 14, หมู่ที่ 14, ร่องเคาะ, วังเหนือ, ลำปาง"
ลำปาง,วังเหนือ,ร่องเคาะ,16,15,อาคารศูนย์ฝึกอาชีพสตรีบ้านจำตอง หมู่ที่ 15,18.985085916196645,99.60852491458043,"อาคารศูนย์ฝึกอาชีพสตรีบ้านจำตอง หมู่ที่ 15, หมู่ที่ 15, ร่องเคาะ, วังเหนือ, ลำปาง"
ลำปาง,วังเหนือ,ร่องเคาะ,17,16,อาคารอเนกประสงค์บ้านต้นผึ้ง หมู่ที่ 16,18.982498269652467,99.60693476200383,"อาคารอเนกประสงค์บ้านต้นผึ้ง หมู่ที่ 16, หมู่ที่ 16, ร่องเคาะ, วังเหนือ, ลำปาง"
ลำปาง,วังเหนือ,ร่องเคาะ,18,17,อาคารอเนกประสงค์บ้านวังนิตร หมู่ที่ 17,18.979641667075043,99.60796642162266,"อาคารอเนกประสงค์บ้านวังนิตร หมู่ที่ 17, หมู่ที่ 17, ร่องเคาะ, วังเหนือ, ลำปาง"
ลำปาง,วังเหนือ,วังซ้าย,1,1,อาคารอเนกประสงค์บ้านแม่ม่า หมู่ที่ 1,19.143758848047895,99.61893936555543,"อาคารอเนกประสงค์บ้านแม่ม่า หมู่ที่ 1, หมู่ที่ 1, วังซ้าย, วังเหนือ, ลำปาง"
ลำปาง,วังเหนือ,วังซ้าย,2,2,อาคารอเนกประสงค์บ้านใหม่หล่ายท่า หมู่ที่ 2,19.141482715112872,99.62074988344305,"อาคารอเนกประสงค์บ้านใหม่หล่ายท่า หมู่ที่ 2, หมู่ที่ 2, วังซ้าย, วังเหนือ, ลำปาง"
ลำปาง,วังเหนือ,วังซ้าย,3,3,อาคารอเนกประสงค์บ้านหัวทุ่ง หมู่ที่ 3,19.141153475555434,99.6236395819521,"อาคารอเนกประสงค์บ้านหัวทุ่ง หมู่ที่ 3, หมู่ที่ 3, วังซ้าย, วังเหนือ, ลำปาง"
ลำปาง,วังเหนือ,วังซ้าย,4,4,อาคารอเนกประสงค์บ้านแม่สุกใน หมู่ที่ 4,19.142963993443065,99.62591571488713,"อาคารอเนกประสงค์บ้านแม่สุกใน หมู่ที่ 4, หมู่ที่ 4, วังซ้าย, วังเหนือ, ลำปาง"
ลำปาง,วังเหนือ,วังซ้าย,5,5,อาคารอเนกประสงค์บ้านป่าแขม หมู่ที่ 5,19.145853691952105,99.62624495444456,"อาคารอเนกประสงค์บ้านป่าแขม หมู่ที่ 5, หมู่ที่ 5, วังซ้าย, วังเหนือ, ลำปาง"
ลำปาง,วังเหนือ,วังซ้าย,6,6,อาคารอเนกประสงค์บ้านน้ำหลง หมู่ที่ 6,19.14812982488713,99.62443443655694,"อาคารอเนกประสงค์บ้านน้ำหลง หมู่ที่ 6, หมู่ที่ 6, วังซ้าย, วังเหนือ, ลำปาง"
ลำปาง,วังเหนือ,วังซ้าย,7,7,อาคารอเนกประสงค์บ้านแม่สุขวังเหนือ  หมู่ที่ 7,19.137820111673108,99.62698866544675,"อาคารอเนกประสงค์บ้านแม่สุขวังเหนือ  หมู่ที่ 7, หมู่ที่ 7, วังซ้าย, วังเหนือ, ลำปาง"
ลำปาง,วังเหนือ,วังซ้าย,8,8,อาคารอเนกประสงค์บ้านแม่สุขวังเหนือ หมู่ที่ 8,19.13386608883706,99.62747415840447,"อาคารอเนกประสงค์บ้านแม่สุขวังเหนือ หมู่ที่ 8, หมู่ที่ 8, วังซ้าย, วังเหนือ, ลำปาง"
ลำปาง,วังเหนือ,วังซ้าย,9,9,อาคารที่ทำการกองทุนหมู่บ้าน บ้านแม่สุขป่าสัก หมู่ที่ 9,19.148459064444566,99.62154473804789,"อาคารที่ทำการกองทุนหมู่บ้าน บ้านแม่สุขป่าสัก หมู่ที่ 9, หมู่ที่ 9, วังซ้าย, วังเหนือ, ลำปาง"
ลำปาง,วังเหนือ,วังซ้าย,10,10,อาคารอเนกประสงค์บ้านสบม่า หมู่ที่ 10,19.146648546556936,99.61926860511286,"อาคารอเนกประสงค์บ้านสบม่า หมู่ที่ 10, หมู่ที่ 10, วังซ้าย, วังเหนือ, ลำปาง"
