Unnamed: 0,province,district,sub-district,unit_number,village,place,latitude,longitude,full_address
322,ลำปาง,แจ้ห่ม,แจ้ห่ม(นอกเขต),6,7,ศาลา SML ประจำหมู่บ้าน,18.70305757,99.56665395,"ศาลา SML ประจำหมู่บ้าน, หมู่ที่ 7, แจ้ห่ม(นอกเขต), แจ้ห่ม, ลำปาง"
323,ลำปาง,แจ้ห่ม,แจ้ห่ม(นอกเขต),7,10,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.70305757,99.56665395,"ศาลาอเนกประสงค์ประจำหมู่บ้าน, หมู่ที่ 10, แจ้ห่ม(นอกเขต), แจ้ห่ม, ลำปาง"
324,ลำปาง,แจ้ห่ม,แจ้ห่ม(นอกเขต),8,11,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.70305757,99.56665395,"ศาลาอเนกประสงค์ประจำหมู่บ้าน, หมู่ที่ 11, แจ้ห่ม(นอกเขต), แจ้ห่ม, ลำปาง"
325,ลำปาง,แจ้ห่ม,แจ้ห่ม(ในเขต),1,1,หอประชุมเทศบาลตำบลแจ้ห่ม,18.70305757,99.56665395,"หอประชุมเทศบาลตำบลแจ้ห่ม, หมู่ที่ 1, แจ้ห่ม(ในเขต), แจ้ห่ม, ลำปาง"
326,ลำปาง,แจ้ห่ม,แจ้ห่ม(ในเขต),2,1,ศาลาวัดศรีหลวง,18.70305757,99.56665395,"ศาลาวัดศรีหลวง, หมู่ที่ 1, แจ้ห่ม(ในเขต), แจ้ห่ม, ลำปาง"
327,ลำปาง,แจ้ห่ม,แจ้ห่ม(ในเขต),3,2,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.70305757,99.56665395,"ศาลาอเนกประสงค์ประจำหมู่บ้าน, หมู่ที่ 2, แจ้ห่ม(ในเขต), แจ้ห่ม, ลำปาง"
328,ลำปาง,แจ้ห่ม,แจ้ห่ม(ในเขต),4,3,วัดเชียงหมั้น,18.7002293,99.57407893,"วัดเชียงหมั้น, หมู่ที่ 3, แจ้ห่ม(ในเขต), แจ้ห่ม, ลำปาง"
329,ลำปาง,แจ้ห่ม,แจ้ห่ม(ในเขต),5,8,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.70305757,99.56665395,"ศาลาอเนกประสงค์ประจำหมู่บ้าน, หมู่ที่ 8, แจ้ห่ม(ในเขต), แจ้ห่ม, ลำปาง"
330,ลำปาง,แจ้ห่ม,แจ้ห่ม(ในเขต),6,9,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.70305757,99.56665395,"ศาลาอเนกประสงค์ประจำหมู่บ้าน, หมู่ที่ 9, แจ้ห่ม(ในเขต), แจ้ห่ม, ลำปาง"
331,ลำปาง,แจ้ห่ม,แม่สุก,1,1,ศาลา SML บ้านแม่สุก,18.78486002,99.57693373,"ศาลา SML บ้านแม่สุก, หมู่ที่ 1, แม่สุก, แจ้ห่ม, ลำปาง"
332,ลำปาง,แจ้ห่ม,แม่สุก,2,2,ศาลา SML บ้านหนองกอก,18.85316019,99.56253348,"ศาลา SML บ้านหนองกอก, หมู่ที่ 2, แม่สุก, แจ้ห่ม, ลำปาง"
333,ลำปาง,แจ้ห่ม,แม่สุก,3,3,ศาลา SML บ้านศรีบุญเรือง,18.82285176,99.5775118,"ศาลา SML บ้านศรีบุญเรือง, หมู่ที่ 3, แม่สุก, แจ้ห่ม, ลำปาง"
334,ลำปาง,แจ้ห่ม,แม่สุก,4,4,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.78486002,99.57693373,"ศาลาอเนกประสงค์ประจำหมู่บ้าน, หมู่ที่ 4, แม่สุก, แจ้ห่ม, ลำปาง"
335,ลำปาง,แจ้ห่ม,แม่สุก,5,5,หอประชุมโรงเรียนเก่า,18.78486002,99.57693373,"หอประชุมโรงเรียนเก่า, หมู่ที่ 5, แม่สุก, แจ้ห่ม, ลำปาง"
336,ลำปาง,แจ้ห่ม,แม่สุก,6,6,ศาลา SML บ้านใหม่สามัคคี,18.79622484,99.57708452,"ศาลา SML บ้านใหม่สามัคคี, หมู่ที่ 6, แม่สุก, แจ้ห่ม, ลำปาง"
337,ลำปาง,แจ้ห่ม,แม่สุก,7,7,อาคารอเนกประสงค์ประจำหมู่บ้าน,18.78486002,99.57693373,"อาคารอเนกประสงค์ประจำหมู่บ้าน, หมู่ที่ 7, แม่สุก, แจ้ห่ม, ลำปาง"
338,ลำปาง,แจ้ห่ม,แม่สุก,8,8,ศาลา SML บ้านผาช่อ,18.89856544,99.60624604,"ศาลา SML บ้านผาช่อ, หมู่ที่ 8, แม่สุก, แจ้ห่ม, ลำปาง"
339,ลำปาง,แจ้ห่ม,แม่สุก,9,9,ศาลาประชาร่วมใจบ้านสบสุก,18.78486002,99.57693373,"ศาลาประชาร่วมใจบ้านสบสุก, หมู่ที่ 9, แม่สุก, แจ้ห่ม, ลำปาง"
340,ลำปาง,แจ้ห่ม,แม่สุก,10,10,หอประชุมโรงเรียนทุ่งคาวิทยา,18.80375078,99.57644919,"หอประชุมโรงเรียนทุ่งคาวิทยา, หมู่ที่ 10, แม่สุก, แจ้ห่ม, ลำปาง"
341,ลำปาง,แจ้ห่ม,แม่สุก,11,11,อาคารเรียนโรงเรียนบ้านศรีบุญเรือง,18.82299256,99.57759376,"อาคารเรียนโรงเรียนบ้านศรีบุญเรือง, หมู่ที่ 11, แม่สุก, แจ้ห่ม, ลำปาง"
342,ลำปาง,แจ้ห่ม,แม่สุก,12,12,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.78486002,99.57693373,"ศาลาอเนกประสงค์ประจำหมู่บ้าน, หมู่ที่ 12, แม่สุก, แจ้ห่ม, ลำปาง"
